Airport_Code,Airport_Name,City_Name,Country_Name,Country_Code,Latitude,Longitude
GLF,Golfito,Golfito,Costa Rica,CR,8.666667,-83.083333
NCT,Guanacaste,Nicoya,Costa Rica,CR,10.2,-85.466667
SZC,Guanacaste,Santa Cruz,Costa Rica,CR,10.25,-85.616667
GPL,Guapiles,Guapiles,Costa Rica,CR,10.216667,-83.766667
SJO,Juan Santamaría International,San José,Costa Rica,CR,9.993889,-84.208889
LCS,Las Canas,Las Canas,Costa Rica,CR,10.416667,-85.133333
LIO,Limon,Limon,Costa Rica,CR,10.083333,-82.966667
LSL,Los Chiles,Los Chiles,Costa Rica,CR,11,-84.833333
NOB,Nosara Beach,Nosara Beach,Costa Rica,CR,9.8,-85.533333
PMZ,Palmar Sur,Palmar,Costa Rica,CR,8.95,-83.483333
PLD,Playa Samara,Playa Samara,Costa Rica,CR,10.25,-85.416667
PJM,Puerto Jimenez,Puerto Jimenez,Costa Rica,CR,8.55,-83.316667
PBP,Punta Islita,Punta Islita,Costa Rica,CR,10.95,-85.85
JAP,Punta Renes,Punta Renes,Costa Rica,CR,10.95,-85.85
XQP,Quepos,Pavones,Costa Rica,CR,9.45,-84.15
RFR,Rio Frio,Rio Frio,Costa Rica,CR,10.333333,-83.883333
TOO,San Vito,San Vito,Costa Rica,CR,42.283333,13.283333
TNO,Tamarindo,Tamarindo,Costa Rica,CR,10.355833,-85.850278
TMU,Tambor,Tambor,Costa Rica,CR,9.733056,-85.016667
SYQ,Tobias Bolaños International,San José,Costa Rica,CR,9.956944,-84.139722
TTQ,Tortuquero,Tortuquero,Costa Rica,CR,9.1,-83.65
UPL,Upala,Upala,Costa Rica,CR,10.783333,-85.033333
OGO,Abengourou,Abengourou,Cote D'Ivoire,CI,6.733333,-3.483333
ABO,Aboisso,Aboisso,Cote D'Ivoire,CI,5.466667,-3.2
BDK,Bondoukou,Bondoukou,Cote D'Ivoire,CI,8.033333,-2.8
BGG,Bongouanou,Bongouanou,Cote D'Ivoire,CI,6.65,-4.2
BRZ,Borotou,Borotou,Cote D'Ivoire,CI,8.733333,-7.5
BYK,Bouake,Bouake,Cote D'Ivoire,CI,7.733333,-5.066667
BQO,Bouna,Bouna,Cote D'Ivoire,CI,9.254444,-3.031667
BXI,Boundiali,Boundiali,Cote D'Ivoire,CI,9.516667,-6.483333
BUU,Buyo,Buyo,Cote D'Ivoire,CI,6.266667,-7.05
DJO,Daloa,Daloa,Cote D'Ivoire,CI,6.416667,-6.466667
DNC,Danane,Danane,Cote D'Ivoire,CI,7.262778,-8.159722
DIM,Dimbokro,Dimbokro,Cote D'Ivoire,CI,6.65,-4.7
DIV,Divo,Divo,Cote D'Ivoire,CI,5.833333,-5.366667
ABJ,Felix Houphouet Boigny,Abidjan,Cote D'Ivoire,CI,5.25,-3.933333
FEK,Ferkessedougou,Ferkessedougou,Cote d'Ivoire,CI,9.6,-5.2
GGN,Gagnoa,Gagnoa,Cote D'Ivoire,CI,6.133333,-5.933333
GGO,Guiglo,Guiglo,Cote D'Ivoire,CI,6.55,-7.483333
BBV,Hkg,Bereby,Cote D'Ivoire,CI,4.633333,-6.916667
KTC,Katiola,Katiola,Cote D'Ivoire,CI,8.133333,-5.1
HGO,Korhogo,Korhogo,Cote D'Ivoire,CI,9.416667,-5.616667
LKT,Lakota,Lakota,Cote D'Ivoire,CI,5.85,-5.683333
MJC,Man,Man,Cote D'Ivoire,CI,7.383333,-7.533333
MOK,Mankono,Mankono,Cote D'Ivoire,CI,8.45,-6.866667
KEO,Odienne,Odienne,Cote D'Ivoire,CI,9.55,-7.566667
OFI,Ouango Fitini,Ouango Fitini,Cote D'Ivoire,CI,9.6,-4.033333
SPY,San Pedro,San Pedro,Cote D'Ivoire,CI,4.733333,-6.666667
ZSS,Sassandra,Sassandra,Cote D'Ivoire,CI,4.933333,-6.133333
SEO,Seguela,Seguela,Cote D'Ivoire,CI,7.966667,-6.666667
TBX,Taabo,Taabo,Cote D'Ivoire,CI,6.233333,-5.133333
TXU,Tabou,Tabou,Cote D'Ivoire,CI,4.4,-7.35
TGX,Tingrela,Tingrela,Cote D'Ivoire,CI,10.486944,-6.409722
TOZ,Touba,Touba,Cote D'Ivoire,CI,9.3,-6.916667
ASK,Yamoussoukro,Yamoussoukro,Cote D'Ivoire,CI,6.9,-5.366667
ZUE,Zuenoula,Zuenoula,Cote D'Ivoire,CI,7.433333,-6.05
BWK,Bol,Bol,Croatia,HR,43.261944,16.655
DBV,Dubrovnik,Dubrovnik,Croatia,HR,42.561389,18.268333
LSZ,Losinj Arpt,Mali Losinj,Croatia,HR,44.95,14.416667
OSI,Osijek,Osijek,Croatia,HR,45.446111,18.810278
ZAG,Pleso,Zagreb,Croatia,HR,45.733333,16.066667
PUY,Pula,Pula,Croatia,HR,44.883333,13.916667
RJK,Rijeka,Rijeka,Croatia,HR,45.333333,14.591667
SPU,Split,Split,Croatia,HR,43.533333,16.3
ZAD,Zadar,Zadar,Croatia,HR,44.097778,15.356667
SNU,Abel Santa Maria,Santa Clara,Cuba,CU,22.492222,-79.943611
SCU,Antonio Maceo,Santiago,Cuba,CU,19.966667,-75.866667
BCA,Baracoa,Baracoa,Cuba,CU,20.25,-74.35
BYM,C.M. de Cespedes,Bayamo,Cuba,CU,20.283333,-76.5
CCC,Cayo Coco,Cayo Coco,Cuba,CU,22.513333,-78.510833
CYO,Cayo Largo Del Sur,Cayo Largo Del Sur,Cuba,CU,21.6175,-81.550833
CFG,Cienfuegos,Cienfuegos,Cuba,CU,22.166667,-80.516667
HOG,Frank Pais,Holguin,Cuba,CU,20.5,-76.233333
NBW,Guantanamo NAS,Guantanamo,Cuba,CU,20.144444,-75.209167
CMW,Ign Agramonte Intl,Camaguey,Cuba,CU,21.416667,-77.866667
HAV,Jose Marti Intl,Havana,Cuba,CU,23.016667,-82.383333
VRA,Juan Gualberto Gomez,Varadero,Cuba,CU,23.133333,-81.3
VRO,Kawama,Matanzas,Cuba,CU,23.036111,-81.573889
LCL,La Coloma,La Coloma,Cuba,CU,22.283333,-83.616667
VTU,Las Tunas,Las Tunas,Cuba,CU,20.983333,-76.933333
GAO,Los Canos,Guantanamo,Cuba,CU,20.084722,-75.158611
AVI,Maximo Gomez,Ciego De Avila,Cuba,CU,22.025,-78.791389
MJG,Mayajigua,Mayajigua,Cuba,CU,22.216667,-79.05
ICR,Nicaro,Nicaro,Cuba,CU,20.983333,-75.975
MOA,Orestes Acosta,Moa,Cuba,CU,20.5,-74.883333
UPB,Playa Baracoa,Havana,Cuba,CU,23.131944,-82.364167
PST,Preston,Preston,Cuba,CU,20.75,-75.65
UPA,Punta Alegre,Punta Alegre,Cuba,CU,22.383333,-78.816667
UMA,Punta De Maisi,Punta De Maisi,Cuba,CU,20.25,-74.15
GER,Rafael Cabrera,Nueva Gerona,Cuba,CU,21.916667,-82.75
SNJ,San Julian,San Julian,Cuba,CU,22.085278,-84.150278
USS,Sancti Spiritus,Sancti Spiritus,Cuba,CU,21.972222,-79.446944
MZO,Sierra Maestra,Manzanillo,Cuba,CU,21.583333,-77.083333
SZJ,Siguanea,Siguanea,Cuba,CU,21.65,-82.95
TND,Trinidad,Trinidad,Cuba,CU,20.7,-76.516667
AKT,Akrotiri Raf,Akrotiri,Cyprus,CY,34.604167,32.958333
EPK,Episkopi,Episkopi,Cyprus,CY,34.666667,32.9
ECN,Ercan,Lefkosa,Cyprus,CY,35.15,33.5
GEC,Gecitkale,Gecitkale,Cyprus,CY,35.237222,33.720278
PFO,International,Paphos,Cyprus,CY,34.718056,32.485833
LCA,Larnaca,Larnaca,Cyprus,CY,34.875,33.624722
NIC,Nicosia International,Nicosia,Cyprus,CY,35.15,33.266667
ZBE,Dolni Benesov,Zabreh,Czech Republic,CZ,49.928333,18.071111
GTW,Holesov,Zlin,Czech Republic,CZ,49,17.675
KLV,Karlovy Vary,Karlovy Vary,Czech Republic,CZ,50.5,12.841667
UHE,Kunovice,Uherske Hradiste,Czech Republic,CZ,49.041667,17.45
MKA,Marianske Lazne,Marianske Lazne,Czech Republic,CZ,49.983333,12.716667
OSR,Mosnov,Ostrava,Czech Republic,CZ,49.696111,18.110833
OLO,Olomouc,Olomouc,Czech Republic,CZ,49.416667,17.341667
PED,Pardubice,Pardubice,Czech Republic,CZ,50.013333,15.738611
PRG,Prague - Ruzyne International,Prague,Czech Republic,CZ,50.066667,14.433333
PRV,Prerov,Prerov,Czech Republic,CZ,49.425833,17.404722
BRQ,Turany,Brno,Czech Republic,CZ,49.151389,16.694444
MNO,Manono,Manono,Democratic Republic Of Congo,CD,-7.283333,27.433333
BDT,Gbadolite,Gbadolite,Democratic Republic of Congo,CD,4.253333,20.975278
GOM,Goma,Goma,Democratic Republic Of Congo,CD,-1.670833,29.238333
IKL,Ikela,Ikela,Democratic Republic of Congo,CD,-1.2,23.283333
INO,Inongo,Inongo,Democratic Republic of Congo,CD,-1.966667,18.266667
FKI,Kisangani,Kisangani,Democratic Republic of Congo,CD,0.481667,25.338056
KWZ,Kolwezi,Kolwezi,Democratic Republic Of Congo,CD,-10.765833,25.505833
LJA,Lodja,Lodja,Democratic Republic of Congo,DRC,-3.416667,23.45
FBM,Luano,Lubumbashi,Democratic Republic Of Congo,CD,-11.583333,27.516667
FIH,N’djili International,Kinshasa,Democratic Republic Of Congo,CD,-4.385833,15.444444
TSH,Tshikapa,Tshikapa,Democratic Republic of Congo,CD,-6.438333,20.794722
FDU,Bandundu,Bandundu,Democratic Republic Of The Congo,ZR,-3.311389,17.381667
AAL,Aalborg,Aalborg,Denmark,DK,57.1,9.85
AAR,Aarhus Airport,Aarhus,Denmark,DK,56.307222,10.626111
ODE,Beldringe,Odense,Denmark,DK,55.476667,10.330833
BLL,Billund,Billund,Denmark,DK,55.733333,9.15
RNN,Bornholm,Rønne,Denmark,DK,55.066667,14.75
EBJ,Esbjerg,Esbjerg,Denmark,DK,55.5,8.483333
PQT,Heliport,Qeqertaq,Denmark,DK,71.283333,-51.75
KRP,Karup,Karup,Denmark,DK,56.3,9.116667
CPH,Kastrup,Copenhagen,Denmark,DK,55.618056,12.655833
QJV,Limousine Service,Skagen Z7,Denmark,DK,57.716667,10.533333
MRW,Maribo,Maribo,Denmark,DK,54.685833,11.435
XJE,Rialway Service,Vojens,Denmark,DK,55.283333,9.3
RKE,Roskilde Airport,Copenhagen,Denmark,DK,55.583333,12.133333
CNL,Sindal,Sindal,Denmark,DK,57.483333,10.216667
SQW,Skive Airport,Skive,Denmark,DK,56.55,9.172778
SGD,Sonderborg,Sonderborg,Denmark,DK,54.95,9.766667
QSG,Sonderborg,Sonderborg,Denmark,DK,54.966667,9.783333
STA,Stauning Vestjyllands Airport,Skjern,Denmark,DK,55.983333,8.35
VEJ,Vejle,Vejle,Denmark,DK,55.7,9.533333
SKS,Vojens,Vojens,Denmark,DK,55.233333,9.266667
AII,Alisabieh,Alisabieh,Djibouti,DJ,11.15,42.716667
JIB,Ambouli,Djibouti,Djibouti,DJ,11.55,43.166667
MHI,Musha,Musha,Djibouti,DJ,11.333333,43.016667
OBC,Obock,Obock,Djibouti,DJ,11.916667,43.25
TDJ,Tadjoura,Tadjoura,Djibouti,DJ,11.785278,42.884444
DCF,Cane Field,Roseau,Dominica,DM,15.336667,-61.392222
DOM,Melville Hall,Dominica,Dominica,DM,15.533333,-61.3
EPS,Arroyo Barril International,Samana,Dominican Republic,DO,19.190278,-69.429722
BRX,Barahona,Barahona,Dominican Republic,DO,18.216667,-71.116667
CBJ,Cabo Rojo,Cabo Rojo,Dominican Republic,DO,17.933333,-71.65
LRM,Casa de Campo International,La Romana,Dominican Republic,DO,18.450833,-68.911944
STI,Cibao International Airport,Santiago,Dominican Republic,DO,19.406111,-70.604722
COZ,Constanza,Constanza,Dominican Republic,DO,18.9,-70.716667
POP,La Union,Puerto Plata,Dominican Republic,DO,19.8,-70.666667
SDQ,Las Americas,Santo Domingo,Dominican Republic,DO,18.429722,-69.668889
PUJ,Punta Cana International,Higuey,Dominican Republic,DO,18.5675,-68.363333
SNX,Sabana De Mar,Sabana De Mar,Dominican Republic,DO,19.066667,-69.383333
AZS,Samaná El Catey International,El Catey,Dominican Republic,DO,19.25,-69.7
SJM,San Juan,San Juan,Dominican Republic,DO,18.833333,-71.233333
HEX,Santo Domingo Herrera,Santo Domingo,Dominican Republic,DO,19.500556,-70.235278
BCH,Cakung International,Baucau,East Timor-Indonesia,TP,-8.485556,126.399444
DIC,Dili City Heliport,Dili,East Timor-Indonesia,TP,-8.566667,125.533333
DIL,Presidente Nicolau Lobato International Airport,Dili,East Timor-Indonesia,TP,-8.546389,125.524722
BHA,Bahia De Caraquez,Bahia De Caraquez,Ecuador,EC,-0.583333,-80.4
GPS,Baltra,Galapagos Is,Ecuador,EC,-0.433333,-90.266667
LOH,Camilo Ponce Enríquez Airport,"Catamayo, Loja",Ecuador,EC,3.883333,-79.233333
ATF,Chachoan,Ambato,Ecuador,EC,-1.2,-78.566667
OCC,Coca,Coca,Ecuador,EC,-0.483333,-76.966667
LTX,Cotopaxi International,Latacunga,Ecuador,EC,0.933333,-78.616667
CUE,Cuenca,Cuenca,Ecuador,EC,-2.9,-78.966667
ESM,Esmeraldas,Esmeraldas,Ecuador,EC,0.95,-79.6
JIP,Jipijapa,Jipijapa,Ecuador,EC,-1.333333,-80.675
LGQ,Lago Agrio,Lago Agrio,Ecuador,EC,0.1,-76.883333
MRR,Macara,Macara,Ecuador,EC,-4.383333,-79.933333
XMS,Macas,Macas,Ecuador,EC,-2.299167,-78.120833
MCH,Machala,Machala,Ecuador,EC,-3.266667,-79.983333
MEC,Manta,Manta,Ecuador,EC,-0.95,-80.683333
UIO,Mariscal Sucre,Quito,Ecuador,EC,0.133333,-78.483333
MZD,Mendez,Mendez,Ecuador,EC,-2.716667,-78.316667
PTZ,Pastaza,Pastaza,Ecuador,EC,-1.516667,-78.041667
PYO,Putumayo,Putumayo,Ecuador,EC,0.066667,-75.866667
PVO,Reales Tamarindos,Portoviejo,Ecuador,EC,-1.034167,-80.467222
SNC,Salinas,Salinas,Ecuador,EC,-2.216667,-80.966667
SCY,San Cristobal,"Puerto Baquerizo Moreno, San Cristóbal Island, Galápagos Islands",Ecuador,EC,-0.910278,-89.6175
GYE,Simon Bolivar,Guayaquil,Ecuador,EC,2.1575,-79.883611
SUQ,Sucua,Sucua,Ecuador,EC,-2.466667,-78.183333
TPN,Tiputini,Tiputini,Ecuador,EC,-0.7,-76.35
TUA,Tulcan,Tulcan,Ecuador,EC,-0.8,-77.716667
AUE,Abu Rudeis,Abu Rudeis,Egypt,EG,28.966667,33.183333
ABS,Abu Simbel,Abu Simbel,Egypt,EG,22.366667,31.616667
AAC,Al Arish International Airport,Al Arish,Egypt,EG,31.073333,33.835833
DBB,Alalamain Intl.,Dabaa City,Egypt,EG,30.15,28.083333
HBE,Amiryah West,Alexandria,Egypt,EG,30.917778,29.696389
ATZ,Assiut,Assiut,Egypt,EG,27.05,31.016667
ASW,Aswan,Aswan,Egypt,EG,23.964444,32.82
CAI,Cairo International,Cairo,Egypt,EG,30.121944,31.405556
DAK,Dakhla,Dakhla Oasis,Egypt,EG,25.5,29.166667
EMY,El Minya,El Minya,Egypt,EG,28.083333,30.733333
ALY,El Nohza,Alexandria,Egypt,EG,31.183333,29.95
HRG,Hurghada,Hurghada,Egypt,EG,27.178333,33.799444
UVL,Kharga,Kharga,Egypt,EG,25.456944,30.570278
LXR,Luxor,Luxor,Egypt,EG,25.683333,32.7
MFO,Manguna,Manguna,Egypt,EG,27.966667,34.383333
RMF,Marsa Alam Intl,Marsa Alam,Egypt,EG,25.557222,34.583611
MUH,Mersa Matruh,Mersa Matruh,Egypt,EG,31.333333,27.216667
SKV,Mount Sinai,Santa Katarina,Egypt,EG,28.5,33.95
SSH,Ophira International,Sharm El Sheikh,Egypt,EG,27.977222,34.395
PSD,Port Said,Port Said,Egypt,EG,31.283333,32.233333
TFR,Ramadan,Ramadan,Egypt,EG,30.3,31.75
GSQ,Shark Elowainat,Shark Elowainat,Egypt,EG,30.8,31.8
SQK,Sidi Barani,Sidi Barani,Egypt,EG,29.416667,30.866667
SEW,Siwa,Siwa,Egypt,EG,29.35,25.516667
TCP,Taba International,Taba,Egypt,EG,29.587778,34.778056
ELT,Tour Sinai City,Tour Sinai City,Egypt,EG,52.368333,-9.144167
SAL,El Salvador International,San Salvador,El Salvador,SV,13.440833,-89.055833
BSG,Bata,Bata,Equatorial Guinea,GQ,1.9,9.8
SSG,Santa Isabel,Malabo,Equatorial Guinea,GQ,3.75,8.783333
ASA,Assab International,Assab,Eritrea,ER,13.071667,42.645
MSW,Massawa International,Massawa,Eritrea,ER,15.67,39.37
TES,Tessenei,Tessenei,Eritrea,ER,15.116667,36.683333
ASM,Yohannes IV,Asmara,Eritrea,ER,15.291944,38.910556
URE,Kuressaare,Kuressaare,Estonia,EE,58.23,22.509444
EPU,Parnu,Parnu,Estonia,EE,58.416667,24.483333
QUF,Pirita Harbour,Tallinn,Estonia,EE,59.715,24.710833
TAY,Tartu,Tartu,Estonia,EE,58.4,26.75
TLL,Ulemiste,Tallinn,Estonia,EE,59.413333,24.832778
DIR,Aba Tenna D Yilma,Dire Dawa,Ethiopia,ET,9.633333,41.866667
AMH,Arba Mintch,Arba Mintch,Ethiopia,ET,6,37.508333
ALK,Asela,Asela,Ethiopia,ET,7.966667,39.116667
ASO,Asosa,Asosa,Ethiopia,ET,10.066667,34.55
AWH,Awareh,Awareh,Ethiopia,ET,8.266667,44.183333
AWA,Awassa,Awassa,Ethiopia,ET,6.966667,38.402778
AXU,Axum,Axum,Ethiopia,ET,14.120833,38.7125
BJR,Bahar Dar,Bahar Dar,Ethiopia,ET,11.766667,37.416667
BEI,Beica,Beica,Ethiopia,ET,9.383333,34.533333
PWI,Beles,Pawi,Ethiopia,ET,11.333333,36.416667
ADD,Bole International,Addis Ababa,Ethiopia,ET,8.977778,38.799444
BCY,Bulchi,Bulchi,Ethiopia,ET,6.216667,36.666667
XBL,Buno Bedelle,Buno Bedelle,Ethiopia,ET,8.45,36.333333
MKD,Chagni,Chagni,Ethiopia,ET,11.033333,36.466667
DSE,Combolcha,Dessie,Ethiopia,ET,11.066667,39.716667
DBM,Debra Marcos,Debra Marcos,Ethiopia,ET,10.283333,37.766667
DBT,Debra Tabor,Debra Tabor,Ethiopia,ET,11.966667,38
DGC,Degahbur,Degahbur,Ethiopia,ET,8.233333,43.583333
DEM,Dembidollo,Dembidollo,Ethiopia,ET,8.55,34.866667
GMB,Gambela,Gambela,Ethiopia,ET,8.283333,34.583333
GLC,Geladi,Geladi,Ethiopia,ET,6.966667,46.416667
ETE,Genda Wuha,Genda Wuha,Ethiopia,ET,12.933333,36.166667
GHD,Ghimbi,Ghimbi,Ethiopia,ET,9.166667,35.833333
GNN,Ghinnir,Ghinnir,Ethiopia,ET,7.15,40.716667
GOB,Goba,Goba,Ethiopia,ET,7.133333,40.133333
GDE,Gode/Iddidole,Gode/Iddidole,Ethiopia,ET,5.9,43.633333
GDQ,Gondar,Gondar,Ethiopia,ET,12.516667,37.416667
GOR,Gore,Gore,Ethiopia,ET,8.166667,35.55
HUE,Humera,Humera,Ethiopia,ET,14.25,36.583333
SHC,Indaselassie,Indaselassie,Ethiopia,ET,14.083333,38.283333
JIJ,Jigiga,Jijiga,Ethiopia,ET,9.666667,38.75
JIM,Jimma,Jimma,Ethiopia,ET,7.666667,36.883333
BCO,Jinka,Jinka,Ethiopia,ET,5.783333,36.55
ABK,Kabri Dar,Kabri Dar,Ethiopia,ET,6.733333,44.266667
LFO,Kelafo,Kelafo/Callaf,Ethiopia,ET,5.583333,44.183333
LLI,Lalibela,Lalibela,Ethiopia,ET,12.016667,39.066667
MQX,Makale,Makale,Ethiopia,ET,13.466667,39.516667
MKS,Mekane Selam,Mekane Selam,Ethiopia,ET,11.683333,38.15
MZX,Mena,Mena,Ethiopia,ET,6.35,39.716667
NDM,Mendi,Mendi,Ethiopia,ET,9.816667,35.083333
MTF,Mizan Teferi,Mizan Teferi,Ethiopia,ET,6.966667,35.533333
OTA,Mota,Mota,Ethiopia,ET,11.066667,37.883333
MYS,Moyale,Moyale,Ethiopia,ET,3.466667,39.1
MUJ,Mui,Mui,Ethiopia,ET,6,36
EGL,Neghelli,Neghelli,Ethiopia,ET,5.283333,39.7
NEK,Nekemt,Nekemt,Ethiopia,ET,9.033333,36.583333
SZE,Semera Airport,Semera,Ethiopia,ET,1.55,110.666667
SKR,Shakiso,Shakiso,Ethiopia,ET,5.883333,38.966667
SXU,Soddu,Soddu,Ethiopia,ET,6.833333,37.75
TIE,Tippi,Tippi,Ethiopia,ET,7.2,35.45
TUJ,Tum,Tum,Ethiopia,ET,9.55,38.683333
WAC,Waca,Waca,Ethiopia,ET,7.166667,37.166667
WRA,Warder,Warder,Ethiopia,ET,6.966667,45.333333
MPN,Mount Pleasant,Mount Pleasant,Falkland Islands,FK,-51.822778,-58.447222
PSY,Port Stanley,Port Stanley,Falkland Islands,FK,-51.75,-59
FAE,Vagar,Sorvágur,Faroe Islands,FO,62.063611,-7.276944
YAP,Yap International,"Yap, Caroline Islands",Federated States of Micronesia,FM,9.516667,138.1
BFJ,Ba,Ba,Fiji,FJ,-17.55,177.683333
BXL,Blue Lagoon,Blue Lagoon,Fiji,FJ,-16.936111,177.363889
CST,Castaway,Castaway,Fiji,FJ,-17.619444,177.122222
ICI,Cicia,Cicia,Fiji,FJ,-16.733333,179.583333
BVF,Dama,Bua,Fiji,FJ,-16.8,178.616667
KDV,Kandavu,Kandavu,Fiji,FJ,-19.05,178.216667
KXF,Koro Island,Koro Island,Fiji,FJ,-17.316667,179.383333
KVU,Korolevu,Korolevu,Fiji,FJ,-18.216667,177.733333
LBS,Labasa,Labasa,Fiji,FJ,-16.466667,179.333333
LKB,Lakeba,Lakeba,Fiji,FJ,-18.2,178.833333
LUC,Laucala Is,Laucala Is,Fiji,FJ,-16.75,179.416667
LEV,Levuka Airfield,Bureta,Fiji,FJ,-17.683333,178.833333
PTF,Malololailai,Malololailai,Fiji,FJ,-17.783056,177.216389
MNF,Mana Island Airstrip,Mana Island,Fiji,FJ,-17.661111,177.119444
TVU,Matei,Taveuni,Fiji,FJ,-16.690556,179.876944
MFJ,Moala,Moala,Fiji,FJ,-18.6,179.883333
NAN,Nadi International,Nadi,Fiji,FJ,-17.75,177.45
NTA,Natadola,Natadola,Fiji,FJ,-18.083333,177.316667
SUV,Nausori,Suva,Fiji,FJ,-18.033333,178.566667
NGI,Ngau Island,Ngau Island,Fiji,FJ,-18.033333,179.3
ONU,Ono I Lau,Ono I Lau,Fiji,FJ,-20.65,-178.7
PHR,Pacific Harbor,Pacific Harbor,Fiji,FJ,-18.183333,178.233333
RBI,Rabi,Rabi,Fiji,FJ,-17.033333,178.916667
RTA,Rotuma Island,Rotuma Island,Fiji,FJ,-12.5,177.083333
AQS,Saqani,Saqani,Fiji,FJ,-16.75,179.35
SVU,Savusavu,Savusavu,Fiji,FJ,-16.766667,179.383333
TTL,Turtle Island,Turtle Island,Fiji,FJ,-17.8,177.316667
VBV,Vanuabalavu,Vanuabalavu,Fiji,FJ,-16.666667,179.05
VAU,Vatukoula,Vatukoula,Fiji,FJ,-17.5,177.841667
VTF,Vatulele,Vatulele,Fiji,FJ,-18.55,177.616667
KAY,Wakaya Island,Wakaya Island,Fiji,FJ,-17.616667,179
YAS,Yasawa Island,Yasawa Island,Fiji,FJ,-16.783333,177.516667
QVY,Bus Station,Kouvola,Finland,FI,60.866667,26.7
ENF,Enontekio,Enontekio,Finland,FI,68.35,23.416667
KEV,Halli,Kuorevesi,Finland,FI,61.866667,24.8
HEM,Helsinki-malmi,Helsinki,Finland,FI,60.258333,25.05
HEL,Helsinki-vantaa,Vantaa,Finland,FI,60.317222,24.963333
SJY,Ilmajoki,Seinajoki,Finland,FI,62.692222,22.832222
IVL,Ivalo,Ivalo,Finland,FI,68.6,27.416667
JOE,Joensuu,Joensuu,Finland,FI,62.666667,29.633333
JYV,Jyvaskyla,Jyvaskyla,Finland,FI,62.233333,25.733333
KAJ,Kajaani,Kajaani,Finland,FI,64.283333,27.683333
KHJ,Kauhajoki,Kauhajoki,Finland,FI,62.463056,22.394722
KAU,Kauhava,Kauhava,Finland,FI,63.1,23.083333
KEM,Kemi/Tornio,Kemi/Tornio,Finland,FI,65.783333,24.583333
KTT,Kittila,Kittila,Finland,FI,67.701111,24.846944
KOK,Kruunupyy,Kokkola/Pietarsaari,Finland,FI,63.833333,23.15
KUO,Kuopio,Kuopio,Finland,FI,63.016667,27.8
KAO,Kuusamo,Kuusamo,Finland,FI,65.9875,29.239444
LPP,Lappeenranta,Lappeenranta,Finland,FI,61.044444,28.144444
MHQ,Mariehamn,Mariehamn,Finland,FI,60.116667,19.9
MIK,Mikkeli,Mikkeli,Finland,FI,61.7,27.216667
OUL,Oulu,Oulu,Finland,FI,64.933333,25.366667
POR,Pori,Pori,Finland,FI,61.466667,21.8
RVN,Rovaniemi,Rovaniemi,Finland,FI,66.561667,25.830833
SVL,Savonlinna,Savonlinna,Finland,FI,61.916667,28.9
SOT,Sodankyla,Sodankyla,Finland,FI,67.383333,26.616667
TMP,Tampere-pirkkala,Tampere,Finland,FI,61.415278,23.587778
TKU,Turku,Turku,Finland,FI,60.514167,22.262778
UTI,Utti,Valkeala,Finland,FI,60.9,26.933333
VAA,Vaasa,Vaasa,Finland,FI,63.05,21.766667
VRK,Varkaus,Joroinen,Finland,FI,62.3,27.933333
SKP,Petrovec,Skopje,Former Yugoslav Republic Of Macedonia,MK,41.961667,21.621389
JAH,Agora Helipad,Aubagne,France,FR,43.283333,5.6
AHZ,Alpe D Huez,Alpe D Huez,France,FR,45.083333,6.083333
NCY,Annecy-Meythe,Annecy,France,FR,45.925,6.091667
LME,Arnage,Le Mans,France,FR,48,1.25
CFE,Aulnat,Clermont-Ferrand,France,FR,45.783333,3.166667
AUR,Aurillac,Aurillac,France,FR,44.891667,-2.416667
AUF,Auxerre Branches,Auxerre,France,FR,47.846389,3.496667
XZN,Avignon Railway,Avignon,France,FR,46.4,5.833333
AVN,Avignon-Caumont,Avignon,France,FR,43.906667,4.901944
AVF,Avoriaz,Avoriaz,France,FR,46.2,6.766667
BAE,Barcelonnette,Barcelonnette,France,FR,44.388333,6.610278
PGX,Bassillac,Perigueux,France,FR,45.1975,0.815278
BVA,Beauvais-Tille,Paris,France,FR,49.45,2.116667
LIG,Bellegarde,Limoges,France,FR,45.860833,1.180278
BZR,Beziers Vias,Beziers,France,FR,43.323333,3.353333
PIS,Biard,Poitiers,France,FR,46.583333,0.3
BIQ,Biarritz Parme,Biarritz,France,FR,43.466667,-1.533333
TLS,Blagnac,Toulouse,France,FR,43.635,1.367778
URO,Boos,Rouen,France,FR,49.383333,1.183333
BOU,Bourges,Bourges,France,FR,47.066667,2.366667
EBU,Boutheon,St Etienne,France,FR,45.5,4.5
MEN,Brenoux,Mende,France,FR,44.5,3.533333
BES,Brest Lesquin,Brest,France,FR,48.45,-4.416667
ANG,Brie-Champniers,Angouleme,France,FR,45.666667,0.2
LYN,Bron,Lyon,France,FR,45.729722,4.939444
CQF,Calais,Calais,France,FR,50.966667,1.95
AJA,Campo Dell Oro,Ajaccio,France,FR,41.916667,8.8
CFR,Carpiquet,Caen,France,FR,49.183333,-0.45
VAF,Chabeuil,Valence,France,FR,44.916667,4.966667
CMF,Chambery,Chambery,France,FR,45.566667,5.916667
CDG,Charles De Gaulle,Paris,France,FR,49.016667,2.55
VHY,Charmeil,Vichy,France,FR,46.166667,3.4
SYT,Charolais Bourgogne S.,Saint Yan,France,FR,46.4,4.033333
CHR,Chateauroux,Chateauroux,France,FR,46.816667,1.7
